Categories,year,flesch_kincaid_Mean,smog_Mean,length_Mean,total,flesch_kincaid_Count,flesch_kincaid_Sum,flesch_kincaid_Max,flesch_kincaid_Min,smog_Count,smog_Sum,smog_Max,smog_Min,length_Count,length_Sum,,length_Max,length_Min,ChildCount,Count_Parental,Count_Guardian,Count_Child,Count_Underage,Count_Kid,Count_Young,Count_Youth,Count_Under1,Count_Under_1,Count_Ageof1
adult;business;streamingmedia,2004,17.15671968,18.31540923,16377,1,1,17.15671968,17.15671968,17.15671968,1,18.31540923,18.31540923,18.31540923,1,16377,FALSE,16377,16377,1,0,0,1,0,0,0,0,0,0,1
adult;business;streamingmedia,2005,17.15671968,18.31540923,16377,2,2,34.31343936,17.15671968,17.15671968,2,36.63081846,18.31540923,18.31540923,2,32754,FALSE,16377,16377,2,0,0,2,0,0,0,0,0,0,2
adult;business;streamingmedia,2006,17.15671968,18.31540923,16377,2,2,34.31343936,17.15671968,17.15671968,2,36.63081846,18.31540923,18.31540923,2,32754,FALSE,16377,16377,2,0,0,2,0,0,0,0,0,0,2
adult;business;streamingmedia,2007,17.15671968,18.31540923,16377,2,2,34.31343936,17.15671968,17.15671968,2,36.63081846,18.31540923,18.31540923,2,32754,FALSE,16377,16377,2,0,0,2,0,0,0,0,0,0,2
adult;business;streamingmedia,2008,17.15671968,18.31540923,16377,1,1,17.15671968,17.15671968,17.15671968,1,18.31540923,18.31540923,18.31540923,1,16377,FALSE,16377,16377,1,0,0,1,0,0,0,0,0,0,1
adult;business;streamingmedia,2009,17.15671968,18.31540923,16377,2,2,34.31343936,17.15671968,17.15671968,2,36.63081846,18.31540923,18.31540923,2,32754,FALSE,16377,16377,2,0,0,2,0,0,0,0,0,0,2
adult;business;streamingmedia,2010,17.15671968,18.31540923,16377,2,2,34.31343936,17.15671968,17.15671968,2,36.63081846,18.31540923,18.31540923,2,32754,FALSE,16377,16377,2,0,0,2,0,0,0,0,0,0,2
adult;business;streamingmedia,2011,14.65128557,16.45863444,13262.33333,3,3,43.95385672,17.15671968,9.640417357,3,49.37590333,18.31540923,12.74508487,3,39787,TRUE,16377,7033,2,0,0,2,0,0,0,0,0,0,2
adult;business;streamingmedia,2012,14.20650963,16.35698439,11081.2,5,5,71.03254816,17.15671968,10.05120653,5,81.78492194,18.56409048,13.2950065,5,55406,TRUE,16377,7508,2,0,0,2,0,0,0,0,0,0,2
adult;business;streamingmedia,2013,14.94433994,16.9857022,9910.25,4,4,59.77735975,17.15671968,10.10042447,4,67.94280881,18.56409048,13.2950065,4,39641,TRUE,16377,7508,1,0,0,1,0,0,0,0,0,0,1
adult;business;streamingmedia,2014,13.00451966,15.53165455,7878.5,4,4,52.01807865,15.91370984,10.10042447,4,62.12661822,17.76830261,13.2950065,4,31514,TRUE,8195,7563,0,0,0,0,0,0,0,0,0,0,0
adult;business;streamingmedia,2015,13.16089724,15.70669007,8906.5,4,4,52.64358896,16.43235332,10.12503344,4,62.82676029,18.0989662,13.34837121,4,35626,FALSE,12158,7564,0,0,0,0,0,0,0,0,0,0,0
adult;business;streamingmedia,2016,14.32953636,16.55073521,10680.33333,3,3,42.98860909,16.43235332,10.12390244,3,49.65220562,18.0989662,13.45427322,3,32041,FALSE,12158,7725,0,0,0,0,0,0,0,0,0,0,0
adult;business;streamingmedia,2017,13.27812788,15.77661971,9942.5,2,2,26.55625576,16.43235332,10.12390244,2,31.55323942,18.0989662,13.45427322,2,19885,FALSE,12158,7727,0,0,0,0,0,0,0,0,0,0,0
adult;business;streamingmedia,2018,16.32436939,18.0989662,12130,2,2,32.64873878,16.43235332,16.21638546,2,36.1979324,18.0989662,18.0989662,2,24260,FALSE,12158,12102,0,0,0,0,0,0,0,0,0,0,0
adult;chatandmessaging,2012,12.91075023,14.50688674,17372.5,2,2,25.82150045,12.92620607,12.89529438,2,29.01377347,14.50688674,14.50688674,2,34745,FALSE,17395,17350,2,0,0,4,0,0,0,0,0,2,0
adult;chatandmessaging,2013,12.92620607,14.50688674,17395,1,1,12.92620607,12.92620607,12.92620607,1,14.50688674,14.50688674,14.50688674,1,17395,FALSE,17395,17395,1,0,0,2,0,0,0,0,0,1,0
adult;chatandmessaging,2014,12.92620607,14.50688674,17395,2,2,25.85241214,12.92620607,12.92620607,2,29.01377347,14.50688674,14.50688674,2,34790,FALSE,17395,17395,2,0,0,4,0,0,0,0,0,2,0
adult;chatandmessaging,2015,12.92620607,14.50688674,17395,2,2,25.85241214,12.92620607,12.92620607,2,29.01377347,14.50688674,14.50688674,2,34790,FALSE,17395,17395,2,0,0,4,0,0,0,0,0,2,0
adult;chatandmessaging,2016,12.92620607,14.50688674,17395,1,1,12.92620607,12.92620607,12.92620607,1,14.50688674,14.50688674,14.50688674,1,17395,FALSE,17395,17395,1,0,0,2,0,0,0,0,0,1,0
adult;chatandmessaging,2017,12.92620607,14.50688674,17395,2,2,25.85241214,12.92620607,12.92620607,2,29.01377347,14.50688674,14.50688674,2,34790,FALSE,17395,17395,2,0,0,4,0,0,0,0,0,2,0
adult;chatandmessaging,2018,12.92620607,14.50688674,17395,2,2,25.85241214,12.92620607,12.92620607,2,29.01377347,14.50688674,14.50688674,2,34790,FALSE,17395,17395,2,0,0,4,0,0,0,0,0,2,0
adult;chatandmessaging,2019,12.35090749,15.20269789,23145,1,1,12.35090749,12.35090749,12.35090749,1,15.20269789,15.20269789,15.20269789,1,23145,FALSE,23145,23145,1,0,0,0,0,0,0,0,0,1,0
adult;chatandmessaging;streamingmedia,2000,11.11311951,13.91797589,6107,1,1,11.11311951,11.11311951,11.11311951,1,13.91797589,13.91797589,13.91797589,1,6107,TRUE,6107,6107,1,7,0,9,0,1,0,0,0,6,0
adult;chatandmessaging;streamingmedia,2001,9.565396825,,4189,1,1,9.565396825,9.565396825,9.565396825,0,,,,1,4189,TRUE,4189,4189,1,5,0,14,0,0,0,0,0,1,1
adult;chatandmessaging;streamingmedia,2002,9.642036415,,4130.5,2,2,19.28407283,9.681215686,9.602857143,0,,,,2,8261,TRUE,4187,4074,2,10,0,28,0,0,0,0,0,2,2
adult;chatandmessaging;streamingmedia,2003,9.602857143,,4187,1,1,9.602857143,9.602857143,9.602857143,0,,,,1,4187,FALSE,4187,4187,1,5,0,14,0,0,0,0,0,1,1
adult;chatandmessaging;streamingmedia,2004,12.93802162,,4322,3,3,38.81406487,19.60835059,9.602857143,0,,,,3,12966,FALSE,4592,4187,2,10,0,28,0,0,0,0,0,2,2
adult;chatandmessaging;streamingmedia,2005,14.60560386,,4389.5,4,4,58.42241546,19.60835059,9.602857143,0,,,,4,17558,FALSE,4592,4187,2,10,0,28,0,0,0,0,0,2,2
adult;chatandmessaging;streamingmedia,2006,14.60560386,,4389.5,4,4,58.42241546,19.60835059,9.602857143,0,,,,4,17558,FALSE,4592,4187,2,10,0,28,0,0,0,0,0,2,2
adult;chatandmessaging;streamingmedia,2007,15.62198404,16.07238961,5654,8,8,124.9758723,19.60835059,9.602857143,2,32.14477923,16.07238961,16.07238961,8,45232,FALSE,9291,4187,4,10,0,32,0,0,0,0,0,2,6
adult;chatandmessaging;streamingmedia,2008,14.41815866,16.07238961,5360.6,5,5,72.09079331,19.60835059,9.602857143,1,16.07238961,16.07238961,16.07238961,5,26803,FALSE,9291,4187,3,10,0,30,0,0,0,0,0,2,4
adult;chatandmessaging;streamingmedia,2009,15.57083392,16.65546604,7239.4,5,5,77.8541696,19.60835059,9.602857143,2,33.31093209,17.23854248,16.07238961,5,36197,FALSE,13581,4187,3,5,0,18,0,0,0,0,0,2,3
adult;chatandmessaging;streamingmedia,2010,15.20504206,15.99635543,8503.6,10,10,152.0504206,19.60835059,12.64197615,8,127.9708434,17.23854248,14.6021,10,85036,FALSE,13581,4546,8,0,0,16,0,0,0,0,0,2,14
adult;chatandmessaging;streamingmedia,2011,14.40803197,16.16816918,9832.666667,9,9,129.6722877,15.36623343,12.64197615,9,145.5135226,17.23854248,14.6021,9,88494,FALSE,13581,5887,9,0,0,18,0,0,0,0,0,2,15
adult;chatandmessaging;streamingmedia,2012,13.24272793,15.48427377,6784,6,6,79.45636761,14.38297412,11.02349294,5,77.42136884,16.07238961,14.6021,6,40704,TRUE,9242,1206,5,0,0,10,0,0,0,0,0,0,12
adult;chatandmessaging;streamingmedia,2013,13.88554613,15.65230687,8282.714286,7,7,97.19882291,14.38297412,12.64197615,7,109.5661481,16.07238961,14.6021,7,57979,FALSE,9241,5887,7,0,0,14,0,0,0,0,0,0,16
adult;chatandmessaging;streamingmedia,2014,14.03477453,15.77833169,8570.2,5,5,70.17387264,14.38297412,12.64197615,5,78.89165845,16.07238961,14.6021,5,42851,FALSE,9241,5887,5,0,0,10,0,0,0,0,0,0,11
adult;chatandmessaging;streamingmedia,2015,13.40075395,15.70481721,6989.6,10,10,134.0075395,14.38297412,11.21287125,8,125.6385377,16.07238961,14.6021,10,69896,TRUE,9241,1338,8,0,0,16,0,0,0,0,0,0,18
adult;chatandmessaging;streamingmedia,2016,13.40075395,15.70481721,6989.6,10,10,134.0075395,14.38297412,11.21287125,8,125.6385377,16.07238961,14.6021,10,69896,FALSE,9241,1338,8,0,0,16,0,0,0,0,0,0,18
adult;chatandmessaging;streamingmedia,2017,13.5421683,16.01134824,7182.444444,9,9,121.8795147,14.38297412,11.21287125,7,112.0794377,16.07238961,15.6451,9,64642,FALSE,9241,1338,7,1,1,17,0,0,0,0,0,1,13
adult;chatandmessaging;streamingmedia,2018,13.43456885,15.33375921,8338,8,8,107.4765508,14.38297412,12.53674208,8,122.6700737,16.07238961,14.41086994,8,66704,FALSE,9241,5649,6,4,0,16,0,0,0,0,0,12,12
adult;chatandmessaging;streamingmedia,2019,13.06492402,15.01988116,7800,5,5,65.32462009,13.45587387,12.53674208,5,75.09940582,15.42588865,14.41086994,5,39000,FALSE,9238,5649,3,3,0,9,0,0,0,0,0,9,6
adult;education,2006,10.1670989,13.40145869,5410,1,1,10.1670989,10.1670989,10.1670989,1,13.40145869,13.40145869,13.40145869,1,5410,TRUE,5410,5410,0,0,0,0,0,0,0,0,0,0,0
adult;education,2007,10.1670989,13.40145869,5410,1,1,10.1670989,10.1670989,10.1670989,1,13.40145869,13.40145869,13.40145869,1,5410,FALSE,5410,5410,0,0,0,0,0,0,0,0,0,0,0
adult;education,2008,10.1670989,13.40145869,5410,1,1,10.1670989,10.1670989,10.1670989,1,13.40145869,13.40145869,13.40145869,1,5410,FALSE,5410,5410,0,0,0,0,0,0,0,0,0,0,0
adult;education,2009,10.1670989,13.40145869,5410,2,2,20.3341978,10.1670989,10.1670989,2,26.80291737,13.40145869,13.40145869,2,10820,FALSE,5410,5410,0,0,0,0,0,0,0,0,0,0,0
adult;education,2010,10.1670989,13.40145869,5410,1,1,10.1670989,10.1670989,10.1670989,1,13.40145869,13.40145869,13.40145869,1,5410,FALSE,5410,5410,0,0,0,0,0,0,0,0,0,0,0
adult;education,2014,13.69993034,,3089.666667,3,3,41.09979103,13.73281285,13.63416534,0,,,,3,9269,TRUE,3324,2621,0,0,0,0,0,0,0,0,0,0,0
adult;education,2015,13.8240101,,3291,2,2,27.64802021,13.8240101,13.8240101,0,,,,2,6582,FALSE,3291,3291,0,0,0,0,0,0,0,0,0,0,0
adult;education,2016,13.64964787,,3579.5,2,2,27.29929574,13.8240101,13.47528563,0,,,,2,7159,FALSE,3868,3291,0,0,0,0,0,0,0,0,0,0,0
adult;education,2017,13.47528563,,3868,2,2,26.95057127,13.47528563,13.47528563,0,,,,2,7736,FALSE,3868,3868,0,0,0,0,0,0,0,0,0,0,0
adult;education,2018,12.85043757,,4422.5,2,2,25.70087515,12.88247237,12.81840278,0,,,,2,8845,FALSE,4426,4419,0,0,0,0,0,0,0,0,0,0,0
adult;education,2019,13.6840053,,4067,1,1,13.6840053,13.6840053,13.6840053,0,,,,1,4067,FALSE,4067,4067,0,0,0,0,0,0,0,0,0,0,0
adult;education;messageboardsandforums,2004,9.758737113,,1361.5,2,2,19.51747423,9.758737113,9.758737113,0,,,,2,2723,TRUE,1366,1357,0,0,0,0,0,0,0,0,0,0,0
adult;education;messageboardsandforums,2008,14.32466362,,5546,1,1,14.32466362,14.32466362,14.32466362,0,,,,1,5546,FALSE,5546,5546,1,0,2,4,0,0,0,0,0,1,1
adult;education;messageboardsandforums,2009,14.32466362,,5546,2,2,28.64932724,14.32466362,14.32466362,0,,,,2,11092,FALSE,5546,5546,2,0,4,8,0,0,0,0,0,2,2
adult;education;messageboardsandforums,2010,14.12562793,,5440.5,2,2,28.25125587,14.32466362,13.92659224,0,,,,2,10881,TRUE,5546,5335,2,0,4,8,0,0,0,0,0,2,2
adult;education;messageboardsandforums,2011,14.01368589,,5363,2,2,28.02737179,14.01368589,14.01368589,0,,,,2,10726,TRUE,5363,5363,2,0,4,8,0,0,0,0,0,2,2
adult;education;messageboardsandforums,2012,14.01368589,,5363,2,2,28.02737179,14.01368589,14.01368589,0,,,,2,10726,FALSE,5363,5363,2,0,4,8,0,0,0,0,0,2,2
adult;education;messageboardsandforums,2013,14.01368589,,5363,2,2,28.02737179,14.01368589,14.01368589,0,,,,2,10726,FALSE,5363,5363,2,0,4,8,0,0,0,0,0,2,2
adult;education;messageboardsandforums,2014,13.9826588,,5415,2,2,27.9653176,14.01368589,13.9516317,0,,,,2,10830,FALSE,5467,5363,2,0,4,8,0,0,0,0,0,2,2
adult;education;messageboardsandforums,2015,13.9516317,,5467,1,1,13.9516317,13.9516317,13.9516317,0,,,,1,5467,FALSE,5467,5467,1,0,2,4,0,0,0,0,0,1,1
adult;education;messageboardsandforums,2016,13.94384642,,5474,2,2,27.88769283,13.9516317,13.93606113,0,,,,2,10948,FALSE,5481,5467,2,0,4,8,0,0,0,0,0,2,2
adult;education;messageboardsandforums,2017,13.93606113,,5481,2,2,27.87212226,13.93606113,13.93606113,0,,,,2,10962,FALSE,5481,5481,2,0,4,8,0,0,0,0,0,2,2
adult;education;messageboardsandforums,2018,13.93606113,,5481,2,2,27.87212226,13.93606113,13.93606113,0,,,,2,10962,FALSE,5481,5481,2,0,4,8,0,0,0,0,0,2,2
adult;education;messageboardsandforums,2019,13.93606113,,5481,2,2,27.87212226,13.93606113,13.93606113,0,,,,2,10962,FALSE,5481,5481,2,0,4,8,0,0,0,0,0,2,2
adult;entertainment,1999,10.9776878,12.91330727,4046,1,1,10.9776878,10.9776878,10.9776878,1,12.91330727,12.91330727,12.91330727,1,4046,TRUE,4046,4046,0,0,0,0,0,0,0,0,0,0,0
adult;entertainment,2000,11.76409474,13.45427322,3218.833333,6,6,70.58456846,14.60280689,10.17135897,2,26.90854644,13.45427322,13.45427322,6,19313,TRUE,4020,1419,2,0,0,2,0,0,0,0,0,0,0
adult;entertainment,2001,12.53576311,13.45427322,2789.75,4,4,50.14305243,14.60280689,10.17135897,1,13.45427322,13.45427322,13.45427322,4,11159,TRUE,4020,1419,1,0,0,7,0,1,0,0,0,2,2
adult;entertainment,2002,12.44321036,13.29373889,2699.363636,11,11,136.875314,17.33731137,10.17135897,2,26.58747778,13.45427322,13.13320456,11,29693,TRUE,4022,903,3,2,0,15,0,2,0,0,0,4,4
adult;entertainment,2003,12.98378827,15.51959976,4246.909091,22,19,246.6919772,17.33731137,10.27714286,10,155.1959976,18.73929462,13.13320456,22,93432,FALSE,13876,413,10,6,4,29,0,2,0,0,0,6,13
adult;entertainment,2004,12.52858657,15.31738472,5372.333333,48,41,513.6720492,16.57260944,10.17135897,25,382.934618,18.73929462,12.85755635,48,257872,FALSE,22635,413,20,6,5,71,0,2,0,0,0,12,24
adult;entertainment,2005,12.59562317,15.32131238,5561.477612,67,62,780.9286366,16.50296134,9.566320346,36,551.5672457,18.70441146,13.13320456,67,372619,FALSE,22635,557,26,6,11,76,0,0,9,0,0,5,26
adult;entertainment,2006,12.5736619,15.19847235,5082.022222,90,84,1056.1876,16.76108924,9.369743447,49,744.7251451,18.27955013,12.4579756,90,457382,TRUE,21197,336,35,12,19,125,0,5,3,0,0,15,38
adult;entertainment,2007,12.75434246,15.57700842,4736.211864,118,100,1275.434246,16.76108924,8.122394366,58,903.4664881,18.70441146,12.4579756,118,558873,TRUE,16109,356,41,14,25,151,0,8,3,0,0,12,47
adult;entertainment,2008,12.81040678,15.51668018,5020.175325,154,132,1690.973694,17.23521796,8.122394366,77,1194.784374,18.70441146,12.28138786,154,773107,FALSE,19817,356,49,17,22,171,0,7,8,0,0,29,53
adult;entertainment,2009,12.99071823,15.34384259,5418.477124,153,134,1740.756242,19.07604528,8.122394366,75,1150.788194,19.3543722,12.4579756,153,829027,FALSE,25947,502,43,12,23,125,0,5,5,0,0,25,44
adult;entertainment,2010,13.2150451,15.23028717,5439.337719,228,210,2775.159471,19.07604528,8.122394366,111,1690.561875,18.70441146,12.10132525,228,1240169,FALSE,29451,502,59,16,22,167,0,7,3,0,0,38,62
adult;entertainment,2011,13.23719699,15.39111697,5801.733788,293,276,3653.466369,19.07604528,8.298173614,149,2293.276428,18.70441146,12.28138786,293,1699908,FALSE,29451,508,91,26,29,243,0,7,2,0,0,59,103
adult;entertainment,2012,13.28625971,15.43124522,5821.132394,355,313,4158.59929,17.8263397,8.054823848,170,2623.311688,18.70441146,10.65027996,355,2066502,FALSE,29451,508,112,26,33,339,0,9,10,0,0,81,108
adult;entertainment,2013,13.40157578,15.44595081,6014.256039,414,366,4904.976737,22.33493019,7.792182057,202,3120.082063,19.71903059,12.28138786,414,2489902,FALSE,29451,523,137,27,46,359,3,10,13,0,0,93,152
adult;entertainment,2014,13.58473624,15.68763296,5973.399568,463,422,5732.758695,22.33493019,8.054823848,234,3670.906113,19.71903059,12.28138786,463,2765684,FALSE,25712,523,166,28,40,423,2,8,12,0,0,96,198
adult;entertainment,2015,13.71176387,15.78319424,6054.980431,511,473,6485.664311,22.47844653,8.054823848,273,4308.812027,19.71903059,12.28138786,511,3094095,FALSE,30108,523,195,40,47,503,2,15,17,0,0,122,252
adult;entertainment,2016,13.34258926,15.31138768,6539.13628,543,514,6858.090877,22.47844653,8.054823848,291,4455.613814,19.71903059,12.28138786,543,3550751,FALSE,41091,523,176,51,37,500,1,15,60,0,0,124,178
adult;entertainment,2017,13.20490446,15.13175359,7204.807167,586,552,7289.107263,22.74545455,6.88504779,345,5220.45499,19.78447436,12.28138786,586,4222017,FALSE,41091,523,208,59,45,590,4,30,111,0,0,108,223
adult;entertainment,2018,12.98240813,14.92071264,8244.751073,466,441,5725.241984,22.47844653,6.128412698,301,4491.134506,19.78447436,9.12067884,466,3842054,FALSE,33969,529,194,49,41,515,4,16,100,0,0,103,218
adult;entertainment,2019,12.93391998,14.98207578,10167.6088,432,419,5419.31247,22.47844653,6.88504779,306,4584.515189,19.78447436,10.50422373,432,4392407,FALSE,55104,523,178,39,30,405,8,10,92,0,0,122,212
adult;entertainment;games,2007,15.16760152,16.19575753,7091.666667,3,3,45.50280455,15.49163438,15.00558508,3,48.58727258,16.52667758,16.0302975,3,21275,TRUE,7235,7020,0,0,0,0,0,0,0,0,0,0,0
adult;entertainment;games,2008,15.04077745,16.20168098,7018,5,5,75.20388723,15.1815469,15.00558508,5,81.00840492,16.88721491,16.0302975,5,35090,TRUE,7020,7010,0,0,0,0,0,0,0,0,0,0,0
adult;entertainment;games,2009,15.06423902,16.31593664,7016.666667,3,3,45.19271707,15.1815469,15.00558508,3,48.94780992,16.88721491,16.0302975,3,21050,TRUE,7020,7010,0,0,0,0,0,0,0,0,0,0,0
adult;entertainment;games,2010,14.60209604,15.94455119,7019.6,5,5,73.01048021,15.00558508,12.98813988,5,79.72275597,16.0302975,15.60156596,5,35098,FALSE,7020,7018,0,0,0,0,0,0,0,0,0,0,0
adult;entertainment;games,2011,14.60209604,15.94455119,7019.6,5,5,73.01048021,15.00558508,12.98813988,5,79.72275597,16.0302975,15.60156596,5,35098,FALSE,7020,7018,0,0,0,0,0,0,0,0,0,0,0
adult;entertainment;games,2012,14.36683583,15.95709006,7033,3,3,43.1005075,15.10678254,12.98813988,3,47.87127017,16.23940671,15.60156596,3,21099,FALSE,7061,7018,0,0,0,0,0,0,0,0,0,0,0
adult;entertainment;games,2013,15.01747614,16.50375075,7004,2,2,30.03495228,15.10678254,14.92816974,2,33.0075015,16.76809479,16.23940671,2,14008,TRUE,7061,6947,0,0,0,0,0,0,0,0,0,0,0
adult;entertainment;games,2014,14.9299724,16.76809479,6956,1,1,14.9299724,14.9299724,14.9299724,1,16.76809479,16.76809479,16.76809479,1,6956,TRUE,6956,6956,0,0,0,0,0,0,0,0,0,0,0
adult;entertainment;games,2015,14.98890911,16.59186543,6991,3,3,44.96672734,15.10678254,14.9299724,3,49.7755963,16.76809479,16.23940671,3,20973,FALSE,7061,6956,0,0,0,0,0,0,0,0,0,0,0
adult;entertainment;games,2016,14.97417493,16.63592277,6982.25,4,4,59.89669973,15.10678254,14.9299724,4,66.54369109,16.76809479,16.23940671,4,27929,FALSE,7061,6956,0,0,0,0,0,0,0,0,0,0,0
adult;entertainment;games,2017,14.9299724,16.76809479,6956,4,4,59.71988959,14.9299724,14.9299724,4,67.07237918,16.76809479,16.76809479,4,27824,TRUE,6956,6956,0,0,0,0,0,0,0,0,0,0,0
adult;entertainment;games,2018,13.4161875,15.68848315,7748.333333,3,3,40.2485625,13.4161875,13.4161875,3,47.06544944,15.68848315,15.68848315,3,23245,FALSE,7751,7743,0,0,0,0,0,0,0,0,0,0,0
adult;entertainment;games,2019,13.4161875,15.68848315,7749.4,5,5,67.08093749,13.4161875,13.4161875,5,78.44241573,15.68848315,15.68848315,5,38747,FALSE,7751,7743,0,0,0,0,0,0,0,0,0,0,0
adult;entertainment;informationtech,2008,16.65317407,18.80882812,14633,2,2,33.30634815,16.65317407,16.65317407,2,37.61765625,18.80882812,18.80882812,2,29266,FALSE,14633,14633,2,0,0,4,0,0,0,0,0,8,0
adult;entertainment;informationtech,2009,16.65317407,18.80882812,14633,2,2,33.30634815,16.65317407,16.65317407,2,37.61765625,18.80882812,18.80882812,2,29266,FALSE,14633,14633,2,0,0,4,0,0,0,0,0,8,0
adult;entertainment;informationtech,2010,16.65317407,18.80882812,14607,1,1,16.65317407,16.65317407,16.65317407,1,18.80882812,18.80882812,18.80882812,1,14607,TRUE,14607,14607,1,0,0,2,0,0,0,0,0,4,0
adult;entertainment;informationtech,2011,16.65317407,18.80882812,14607,1,1,16.65317407,16.65317407,16.65317407,1,18.80882812,18.80882812,18.80882812,1,14607,FALSE,14607,14607,1,0,0,2,0,0,0,0,0,4,0
adult;entertainment;informationtech,2012,15.77170952,17.70822928,11603,2,2,31.54341905,16.65317407,14.89024497,2,35.41645857,18.80882812,16.60763045,2,23206,TRUE,14607,8599,1,0,0,2,0,0,0,0,0,4,0
adult;entertainment;informationtech,2013,14.89024497,16.60763045,8599,2,2,29.78048995,14.89024497,14.89024497,2,33.21526089,16.60763045,16.60763045,2,17198,TRUE,8599,8599,0,0,0,0,0,0,0,0,0,0,0
adult;entertainment;informationtech,2014,14.89024497,16.60763045,8599,2,2,29.78048995,14.89024497,14.89024497,2,33.21526089,16.60763045,16.60763045,2,17198,FALSE,8599,8599,0,0,0,0,0,0,0,0,0,0,0
adult;entertainment;informationtech,2015,14.44278236,16.60763045,6088.333333,3,3,43.32834709,14.89024497,13.54785714,2,33.21526089,16.60763045,16.60763045,3,18265,TRUE,8599,1067,0,0,0,0,0,0,0,0,0,0,0
adult;entertainment;informationtech,2016,14.89024497,16.60763045,8599,2,2,29.78048995,14.89024497,14.89024497,2,33.21526089,16.60763045,16.60763045,2,17198,FALSE,8599,8599,0,0,0,0,0,0,0,0,0,0,0
adult;entertainment;informationtech,2017,14.89024497,16.60763045,8599,2,2,29.78048995,14.89024497,14.89024497,2,33.21526089,16.60763045,16.60763045,2,17198,FALSE,8599,8599,0,0,0,0,0,0,0,0,0,0,0
adult;entertainment;informationtech,2018,14.89024497,16.60763045,8599,1,1,14.89024497,14.89024497,14.89024497,1,16.60763045,16.60763045,16.60763045,1,8599,FALSE,8599,8599,0,0,0,0,0,0,0,0,0,0,0
adult;entertainment;informationtech,2019,13.14218194,15.97019537,5196,3,3,39.42654582,14.89264753,12.10003163,2,31.94039075,16.6479251,15.29246565,3,15588,TRUE,8755,1733,0,0,0,0,0,0,0,0,0,0,0
adult;entertainment;mediasharing,2015,12.71076923,15.20269789,5700,1,1,12.71076923,12.71076923,12.71076923,1,15.20269789,15.20269789,15.20269789,1,5700,FALSE,5700,5700,0,0,0,0,0,0,0,0,0,0,0
adult;entertainment;mediasharing,2016,12.71076923,15.20269789,5700,1,1,12.71076923,12.71076923,12.71076923,1,15.20269789,15.20269789,15.20269789,1,5700,FALSE,5700,5700,0,0,0,0,0,0,0,0,0,0,0
adult;entertainment;mediasharing,2017,12.71076923,15.20269789,5700,1,1,12.71076923,12.71076923,12.71076923,1,15.20269789,15.20269789,15.20269789,1,5700,FALSE,5700,5700,0,0,0,0,0,0,0,0,0,0,0
adult;entertainment;messageboardsandforums,2011,14.50910696,,5325,1,1,14.50910696,14.50910696,14.50910696,0,,,,1,5325,TRUE,5325,5325,0,0,0,0,0,0,0,0,0,0,0
adult;entertainment;messageboardsandforums,2016,14.34908753,16.72815622,8890,2,2,28.69817507,15.06400973,13.63416534,1,16.72815622,16.72815622,16.72815622,2,17780,FALSE,15159,2621,1,0,1,4,0,0,0,0,0,0,0
